module_a,module_b,module_a_genes_n,module_b_genes_n,shared_genes_n,jaccard_index,percent_module_b_shared,shared_gene_symbols
t_cell_exhaustion_checkpoint,apCAF,6,5,0,0.0,0.0,
t_cell_exhaustion_checkpoint,basal-like,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,cd8_effector,6,6,0,0.0,0.0,
t_cell_exhaustion_checkpoint,hypoxia,6,6,0,0.0,0.0,
t_cell_exhaustion_checkpoint,iCAF,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,immune-core,6,32,0,0.0,0.0,
t_cell_exhaustion_checkpoint,immune-maturity-like,6,32,0,0.0,0.0,
t_cell_exhaustion_checkpoint,islet_endocrine,6,5,0,0.0,0.0,
t_cell_exhaustion_checkpoint,matrix-integrin,6,10,0,0.0,0.0,
t_cell_exhaustion_checkpoint,myCAF,6,8,0,0.0,0.0,
t_cell_exhaustion_checkpoint,myCAF/matrix,6,11,0,0.0,0.0,
t_cell_exhaustion_checkpoint,myeloid,6,8,0,0.0,0.0,
t_cell_exhaustion_checkpoint,neural_schwann,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,panCAF,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,pdac_classical_like,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,plasma cell,6,7,0,0.0,0.0,
t_cell_exhaustion_checkpoint,proliferation,6,6,0,0.0,0.0,
t_cell_exhaustion_checkpoint,t_cell_exhaustion_checkpoint,6,6,6,1.0,1.0,CTLA4;HAVCR2;LAG3;PDCD1;TIGIT;TOX
t_cell_exhaustion_checkpoint,tumor epithelial,6,6,0,0.0,0.0,
t_cell_exhaustion_checkpoint,tumor-aggressive,6,20,0,0.0,0.0,
tumor epithelial,B cell,6,6,0,0.0,0.0,
tumor epithelial,CAF-myeloid,6,25,0,0.0,0.0,
tumor epithelial,DC/APC,6,8,0,0.0,0.0,
tumor epithelial,EMT/invasion,6,7,0,0.0,0.0,
tumor epithelial,FDC/GC-like,6,6,0,0.0,0.0,
tumor epithelial,IFN/MHC antigen-presentation,6,9,0,0.0,0.0,
tumor epithelial,IL6-OSM/LIF-JAKSTAT,6,8,0,0.0,0.0,
tumor epithelial,SPP1-CD44/integrin,6,8,0,0.0,0.0,
tumor epithelial,SPP1/TAM,6,6,0,0.0,0.0,
tumor epithelial,T cell,6,5,0,0.0,0.0,
tumor epithelial,TGF-beta,6,6,0,0.0,0.0,
tumor epithelial,TGF-beta/EMT,6,13,0,0.0,0.0,
tumor epithelial,TGF-beta/TGFBR,6,8,0,0.0,0.0,
tumor epithelial,TLS chemokine,6,5,0,0.0,0.0,
tumor epithelial,acinar_normal,6,5,0,0.0,0.0,
tumor epithelial,apCAF,6,5,0,0.0,0.0,
tumor epithelial,basal-like,6,7,0,0.0,0.0,
tumor epithelial,cd8_effector,6,6,0,0.0,0.0,
tumor epithelial,hypoxia,6,6,0,0.0,0.0,
tumor epithelial,iCAF,6,7,0,0.0,0.0,
tumor epithelial,immune-core,6,32,0,0.0,0.0,
tumor epithelial,immune-maturity-like,6,32,0,0.0,0.0,
tumor epithelial,islet_endocrine,6,5,0,0.0,0.0,
tumor epithelial,matrix-integrin,6,10,0,0.0,0.0,
tumor epithelial,myCAF,6,8,0,0.0,0.0,
tumor epithelial,myCAF/matrix,6,11,0,0.0,0.0,
tumor epithelial,myeloid,6,8,0,0.0,0.0,
tumor epithelial,neural_schwann,6,7,0,0.0,0.0,
tumor epithelial,panCAF,6,7,0,0.0,0.0,
tumor epithelial,pdac_classical_like,6,7,0,0.0,0.0,
tumor epithelial,plasma cell,6,7,0,0.0,0.0,
tumor epithelial,proliferation,6,6,0,0.0,0.0,
tumor epithelial,t_cell_exhaustion_checkpoint,6,6,0,0.0,0.0,
tumor epithelial,tumor epithelial,6,6,6,1.0,1.0,EPCAM;KRT18;KRT19;KRT7;KRT8;MUC1
tumor epithelial,tumor-aggressive,6,20,0,0.0,0.0,
tumor-aggressive,B cell,20,6,0,0.0,0.0,
tumor-aggressive,CAF-myeloid,20,25,0,0.0,0.0,
tumor-aggressive,DC/APC,20,8,0,0.0,0.0,
tumor-aggressive,EMT/invasion,20,7,7,0.35,1.0,FN1;ITGA5;MMP2;MMP9;SNAI2;VIM;ZEB1
tumor-aggressive,FDC/GC-like,20,6,0,0.0,0.0,
tumor-aggressive,IFN/MHC antigen-presentation,20,9,0,0.0,0.0,
tumor-aggressive,IL6-OSM/LIF-JAKSTAT,20,8,0,0.0,0.0,
tumor-aggressive,SPP1-CD44/integrin,20,8,1,0.037037037037037035,0.125,ITGA5
tumor-aggressive,SPP1/TAM,20,6,0,0.0,0.0,
tumor-aggressive,T cell,20,5,0,0.0,0.0,
tumor-aggressive,TGF-beta,20,6,0,0.0,0.0,
tumor-aggressive,TGF-beta/EMT,20,13,7,0.2692307692307692,0.5384615384615384,FN1;ITGA5;MMP2;MMP9;SNAI2;VIM;ZEB1
tumor-aggressive,TGF-beta/TGFBR,20,8,0,0.0,0.0,
tumor-aggressive,TLS chemokine,20,5,0,0.0,0.0,
tumor-aggressive,acinar_normal,20,5,0,0.0,0.0,
tumor-aggressive,apCAF,20,5,0,0.0,0.0,
tumor-aggressive,basal-like,20,7,7,0.35,1.0,ITGA3;KRT17;KRT5;KRT6A;LAMC2;S100A2;SERPINB3
tumor-aggressive,cd8_effector,20,6,0,0.0,0.0,
tumor-aggressive,hypoxia,20,6,6,0.3,1.0,ADM;BNIP3;CA9;LDHA;SLC2A1;VEGFA
tumor-aggressive,iCAF,20,7,0,0.0,0.0,
tumor-aggressive,immune-core,20,32,0,0.0,0.0,
tumor-aggressive,immune-maturity-like,20,32,0,0.0,0.0,
tumor-aggressive,islet_endocrine,20,5,0,0.0,0.0,
tumor-aggressive,matrix-integrin,20,10,3,0.1111111111111111,0.3,FN1;ITGA3;ITGA5
tumor-aggressive,myCAF,20,8,0,0.0,0.0,
tumor-aggressive,myCAF/matrix,20,11,0,0.0,0.0,
tumor-aggressive,myeloid,20,8,0,0.0,0.0,
tumor-aggressive,neural_schwann,20,7,0,0.0,0.0,
tumor-aggressive,panCAF,20,7,0,0.0,0.0,
tumor-aggressive,pdac_classical_like,20,7,0,0.0,0.0,
tumor-aggressive,plasma cell,20,7,0,0.0,0.0,
tumor-aggressive,proliferation,20,6,0,0.0,0.0,
tumor-aggressive,t_cell_exhaustion_checkpoint,20,6,0,0.0,0.0,
tumor-aggressive,tumor epithelial,20,6,0,0.0,0.0,
tumor-aggressive,tumor-aggressive,20,20,20,1.0,1.0,ADM;BNIP3;CA9;FN1;ITGA3;ITGA5;KRT17;KRT5;KRT6A;LAMC2;LDHA;MMP2;MMP9;S100A2;SERPINB3;SLC2A1;SNAI2;VEGFA;VIM;ZEB1
